customer_id,gender,age,signup_date,purchase_date,product_category,product_price,quantity,payment_method,device_type,total_amount
1281,Male,43,2023-09-06,2023-08-30,Electronics,317.71,1,PayPal,Tablet,317.71
1353,Female,53,2023-01-18,2023-08-06,Electronics,285.87,4,Credit Card,Mobile,1143.48
1100,Male,24,2023-10-21,2023-06-17,Electronics,59.44,2,Bank Transfer,Desktop,118.88
1831,Female,46,2023-06-28,2023-04-07,Home,206.76,1,Credit Card,Mobile,206.76
1254,Female,55,2023-06-16,2023-10-16,Beauty,421.33,3,Bank Transfer,Mobile,1263.99
1684,Female,27,2023-08-06,2023-04-28,Home,481.53,3,PayPal,Mobile,1444.59
1449,Male,50,2023-04-23,2023-02-27,Books,55.86,2,PayPal,Tablet,111.72
1863,Female,24,2023-10-28,2023-11-17,Electronics,378.74,1,PayPal,Tablet,378.74
1081,Male,68,2023-06-03,2023-04-16,Home,39.97,4,Credit Card,Desktop,159.88
1275,Female,31,2023-05-23,2023-05-18,Electronics,72.63,2,PayPal,Tablet,145.26
1823,Male,20,2023-08-25,2023-12-25,Electronics,128.42,1,Bank Transfer,Tablet,128.42
1658,Male,42,2023-04-13,2023-10-02,Clothing,373.33,3,PayPal,Mobile,1119.99
1246,Female,57,2023-05-12,2023-06-15,Home,77.66,3,PayPal,Desktop,232.98
1874,Male,31,2023-12-09,2023-09-25,Beauty,448.9,4,Credit Card,Tablet,1795.6
1045,Female,53,2023-11-05,2023-04-19,Clothing,377.41,2,PayPal,Mobile,754.82
1241,Female,66,2023-04-19,2023-02-14,Home,416.93,2,Bank Transfer,Mobile,833.86
1794,Male,20,2023-12-07,2023-03-24,Beauty,346.51,3,Credit Card,Tablet,1039.53
1167,Male,28,2023-06-07,2023-09-04,Home,404.39,3,PayPal,Tablet,1213.17
1846,Male,47,2023-05-18,2023-04-13,Electronics,250.14,2,Credit Card,Desktop,500.28
1347,Female,61,2023-09-04,2023-02-02,Clothing,230.5,1,Credit Card,Desktop,230.5
1316,Male,42,2023-04-10,2023-10-07,Books,395.85,1,PayPal,Mobile,395.85
1218,Male,56,2023-05-25,2023-07-15,Home,126.27,4,PayPal,Desktop,505.08
1018,Female,41,2023-05-24,2023-01-16,Clothing,350.6,1,Credit Card,Tablet,350.6
1805,Female,19,2023-06-13,2023-11-29,Beauty,102.85,2,Credit Card,Tablet,205.7
1536,Female,69,2023-12-26,2023-02-18,Books,174.29,1,Credit Card,Tablet,174.29
1633,Female,22,2023-02-20,2023-10-08,Home,410.32,2,PayPal,Tablet,820.64
1629,Male,53,2023-05-12,2023-10-05,Home,170.43,3,Bank Transfer,Mobile,511.29
1338,Male,55,2023-03-20,2023-11-02,Clothing,217.22,1,Bank Transfer,Tablet,217.22
1382,Male,21,2023-05-08,2023-11-17,Clothing,198.18,1,PayPal,Desktop,198.18
1021,Female,25,2023-11-03,2023-08-16,Beauty,441.08,1,Bank Transfer,Mobile,441.08
1383,Male,23,2023-07-20,2023-02-05,Beauty,116.16,3,PayPal,Tablet,348.48
1124,Female,40,2023-12-10,2023-12-07,Home,416.59,4,Bank Transfer,Tablet,1666.36
1290,Male,18,2023-09-16,2023-07-23,Clothing,188.76,4,PayPal,Desktop,755.04
1061,Female,47,2023-04-28,2023-01-06,Beauty,356.05,2,PayPal,Tablet,712.1
1284,Female,47,2023-06-07,2023-05-22,Beauty,482.84,4,Bank Transfer,Tablet,1931.36
1500,Male,35,2023-09-18,2023-07-07,Electronics,52.67,4,Bank Transfer,Tablet,210.68
1702,Female,52,2023-10-13,2023-06-25,Electronics,156.2,2,Credit Card,Mobile,312.4
1803,Female,40,2023-07-05,2023-02-05,Clothing,202.62,1,Credit Card,Tablet,202.62
1754,Male,65,2023-02-25,2023-06-28,Clothing,277.17,2,Credit Card,Mobile,554.34
1942,Male,53,2023-11-15,2023-12-09,Home,459.97,1,Credit Card,Tablet,459.97
1801,Female,31,2023-02-24,2023-11-05,Electronics,172.04,1,Bank Transfer,Tablet,172.04
1902,Male,39,2023-08-31,2023-03-20,Clothing,233.15,3,PayPal,Desktop,699.45
1287,Male,29,2023-03-27,2023-11-30,Books,141.14,4,PayPal,Desktop,564.56
1338,Male,37,2023-10-05,2023-11-11,Books,160.09,3,PayPal,Mobile,480.27
1930,Female,31,2023-12-16,2023-03-12,Beauty,43.72,3,Credit Card,Mobile,131.16
1316,Female,19,2023-11-23,2023-02-27,Beauty,347.65,3,PayPal,Tablet,1042.9499999999998
1525,Female,36,2023-06-23,2023-10-31,Books,33.5,2,PayPal,Tablet,67.0
1344,Female,50,2023-03-11,2023-05-01,Home,229.47,4,Bank Transfer,Mobile,917.88
1019,Female,36,2023-01-11,2023-11-25,Electronics,497.69,1,Credit Card,Desktop,497.69
1308,Male,46,2023-03-07,2023-02-06,Clothing,394.89,3,PayPal,Tablet,1184.67
1176,Female,30,2023-01-20,2023-02-23,Books,401.77,4,PayPal,Tablet,1607.08
1268,Male,24,2023-09-18,2023-10-09,Electronics,337.18,2,Bank Transfer,Desktop,674.36
1208,Female,39,2023-04-08,2023-03-18,Books,203.9,1,Credit Card,Mobile,203.9
1012,Male,31,2023-08-17,2023-07-22,Beauty,39.29,3,PayPal,Desktop,117.87
1788,Male,24,2023-06-30,2023-10-03,Beauty,382.54,2,Credit Card,Mobile,765.08
1598,Male,47,2023-08-06,2023-10-03,Home,230.53,4,Credit Card,Tablet,922.12
1005,Male,53,2023-07-13,2023-03-12,Books,85.27,3,Bank Transfer,Mobile,255.81
1205,Female,30,2023-05-10,2023-04-11,Books,140.04,3,PayPal,Tablet,420.12
1050,Male,44,2023-07-21,2023-02-07,Clothing,150.02,3,Bank Transfer,Mobile,450.06000000000006
1017,Female,18,2023-09-28,2023-03-09,Beauty,103.05,4,Bank Transfer,Mobile,412.2
1271,Male,69,2023-01-24,2023-04-07,Books,318.2,3,Bank Transfer,Mobile,954.5999999999999
1780,Male,67,2023-04-04,2023-12-30,Clothing,169.16,1,Credit Card,Mobile,169.16
1377,Female,52,2023-12-20,2023-10-03,Clothing,301.5,2,Credit Card,Mobile,603.0
1052,Male,44,2023-06-19,2023-09-12,Clothing,231.14,1,PayPal,Mobile,231.14
1103,Male,59,2023-10-23,2023-09-01,Clothing,404.56,4,Bank Transfer,Desktop,1618.24
1768,Male,23,2023-01-28,2023-03-29,Clothing,42.09,3,Bank Transfer,Mobile,126.27000000000001
1291,Male,47,2023-01-13,2023-12-04,Electronics,170.82,4,PayPal,Desktop,683.28
1148,Female,63,2023-12-14,2023-02-19,Books,421.07,2,Bank Transfer,Mobile,842.14
